product_id,customer_id,product_title,review_body,star_rating,product_category
B005C95NM4,3183883,Zeikos Deluxe Flash Bracket for DSLR and Point and Shoot Cameras,"I needed the flash unit to be off center from the lens.  Works great with a flash and a DSLR ... One item that would be needed would be the flash cord for off camera ....  Most of these brackets designed like and look like this one, are all the same size... Kinda small but they still work good.... Can'[[ASIN:B005GMWKAU Vello TTL-Off-Camera Flash Cord for Nikon SLR - 1.5' (0.5 m)]][[ASIN:B005GMWKAU Vello TTL-Off-Camera Flash Cord for Nikon SLR - 1.5' (0.5 m)]]t bend it, or brake it..  For this reason I bought the open box version and saved few bucks... made of sturdy medal.  Both Hot shoes are the same size and pretty common type,  that are screwed on the bracket.<br /><br />My CON:<br />I think the size of the bracket is smaller then I thought it would be.<br /><br />My PRO:<br />The bracket works great and gets the flash off center from the lens... witch is needed.  Thank You.",4,Camera
B00LBIBYBE,23208852,GoPro Hero Filters,Use these all the time.,5,Camera
B00X3HIM2U,11438825,Neewer Meike MK-XT1 Battery Grip (Replacement for Fujifilm VG-XT1) Works with NP-W126 Battery,Same issue as others the battery won't stay latched but there's a lofi fix that I put into place... take a small post it and fold it up twice and jam it in between the battery and the grip and it will keep it jammed in there.<br /><br />Works well otherwise but it's a crap mechanism on the door.,3,Camera
B00KDVQF8W,50399582,LB Photography Backdrop Vinyl Customized Children Birthday Party Banner Photo Background Studio Prop Wall Decor,"Super pleased with this backdrop!!! Put it up in my home studio and it turned out perfect for an upcoming photo session. The photo does it no justice. This was a quick picture on my phone just to get an idea of how it would photograph. Once I got it smoothed out and lined up, it is gorgeous.",5,Camera
B00GUZEZL4,36700181,Waterproof Camera Float (2-pack) Floating Camera Strap for Your Underwater GoPro/Panasonic Lumix/Nikon COOLPIX AW110/Canon PowerShot D20/Fujifilm FinePix/Olympus Tough/Sony - Float the Case Around Your Wrist and Save Your Device from Sinking - 1 Year Warranty,"These float wristbands for holding camera are great.  they have enough size and float capability to keep any small waterproof camera from sinking.  Plus, they provide excellent cushioning when in a camera bag.",5,Camera
B00FB1TBKS,47818374,"Ecolink Z-Wave PIR Motion Detector, Pet Immune (PIRZWAVE2-ECO)","very good on batteries, recommended",5,Camera
B00GVMLPT6,35272750,"FotoTech Male to Male M-M FLASH PC Sync Cable Cord 12-Inch Coiled Cord with Screw Lock Suitable for Nikon, Canon, and most DSLR cameras Flash Trigger with FotoTech Velvet Bag","im not happy, the cable gets out. need a stronger closer",2,Camera
B00L8827BI,11736306,"Nikon D3200 Ultimate 4 Lens Experience includes: D3200 Camera, AF-S DX NIKKOR 18-55mm f/3.5-5.6 Lens, 55-200mm F/4-5.6G ED AF-S DX Zoom-Nikkor Lens, Pro .45x Wide Angle Lens w/ Macro, Pro 2X Telephoto Lens Converter, 32GB SD Card, 52mm Filter Set & more",It is a very good starter set for this camera,5,Camera
B00SIM78R0,52377008,D-Link Wireless Day/Night WiFi Network Surveillance Camera &Remote View DCS-934L,"Nice camera for the price. Be aware that it comes in at 240, the 933 cameras come in at 480, so this is not quite as sharp. Does the job for what I need, tho I do wish I would have known this before I bought it.",4,Camera
B00EDCZKJ2,6465510,"ZINK Phone Photo & Labels Wireless Printer. Wi-Fi Enabled. Print Directly from IOS & Android Smart Phones, Tablets. Includes FREE Arts & Crafts App.","If I could leave a 0 I would, I was so excited about using this product. I could not wait for it to come in, and when I tested the product on the .5 inch roll it comes with it worked perfectly. I also tested it on different wifi connections, with the 2 inch roll. Everything worked fine. (My plan was to use this for a wedding photobooth) during the rehearsal it worked perfectly again, got some test shots in with the bride. But morning of the wedding day it wouldn't work.... turned it off, on, kept it on the same wifi, tried a different wifi.... nothing was working. I even tried a different ipad.... still nothing..... I have no idea what happened, but I do know it was not worth the headache. Good luck to all other buyers, hopefully you won't have my luck.",1,Camera
B008SFPMRK,16433265,"Wasabi Power Battery (2-Pack) and Charger for Sony NP-BX1, NP-BX1/M8",This recharges batteries quickly. I purchased it for a long trip where thousands of photos are likely to be taken. So far there has been no problems.,4,Camera
B00XZGBW44,11402392,"Sricam SP720 Plug & Play Wireless IP Camera 720p HD - Video Monitoring, Home Surveillance, Baby Monitor - Two Way Audio, Night Vision, Motion Sensor – Monitor On iPhone, iPad, and Android",Not usable due to its a new product and not recognized by softwear...since only support is in JAPAN it is impossible to get help.  Do not buy!!,1,Camera
B00MENDBKC,50510428,"Samsung Galaxy GC110 Camera with Android 4.1 Jelly Bean OS, 16.3MP CMOS, WiFi, 21x Optical Zoom, 4.8-inch LCD TouchScreen Display (Certified Refurbished)",This was one of the best purchases I have ever made! My only issue is that the sound isn't great but I will be getting an external mini clipon microphone to fix this.  I have taken it to a Foo Fighters Concert and so glad I did!  Takes great video.  Pictures are very decent but hard since the subject is moving but I did manage to get quite a few really good ones.,4,Camera
B009KY5YYO,25247114,"Ape Case Professional Lens Case, Black/Yellow",Well padded very large case.  Large enough to hold my Sigma 150 - 600mm Sport lens (non removable tripod mount) with hood reversed and Nikon D5200 body attached.  Case has multiple ways to attach and carry.  I use shoulder strap and grab a monopod or light weight tripod and I've got a combination that allows me to hit the trails looking for eagles.,5,Camera
B00YQ887FC,41938409,ActionPro-X Bundle - 1080p Full HD Wifi Sports Cam-16gb Mem - Shockproof Case – 2” Screen - Wifi - 12MP 170 Degree Wide Angle Lens - 20 Piece Acc Kit,I love the camera but it is missing a very important attachment piece. I can't use any attachments because one screw is missing.,4,Camera
B002CGSYNA,36323480,Olympus VF-1 Optical Viewfinder for use with Olympus PEN and OM-D  Micro Four Thirds Digital Cameras,"Works well, however if you zoom into scene, this doesn't show you your new &#34;frame&#34;.",5,Camera
B001VGJ4DG,13649601,"Pioneer Photo Albums STC-504/NB 3-Ring Photo Album with 504 Pockets Hold 4 x 6"" Photos, Navy Blue",Great price for what u get!,4,Camera
B0046C8BWM,22125044,"57"" Tripod Kit For The Canon SX510 HS, SX520 HS, SX720 HS, S120, SX500 IS, SX280 HS, SX150 IS, SX400 IS, G12, G1 X, G1X, SX50 HS, G15, G16, SX60 HS, G3 X, G1X Mark II, G9 X, G5 X, G7 X, G7 X Mark II Digital Camera","The second or third time I used it one leg bent and now won't retract.  The other legs however won't stay extended -- the locks don't work half the time.  Racheting the top post up doesn't work either, it won't stay put and keeps falling.  Complete waste of money.",1,Camera
B00GMRUEMY,40291324,(Create a generic Title per Amazons guidelines),Fit and worked perfectly and super fast shipping!,5,Camera
B00JTE50US,35386096,Waterproof Camera Float (2-pack) Floating Camera Strap for Your Underwater GoPro/Panasonic Lumix/Nikon COOLPIX AW110/Canon PowerShot D20/Fujifilm FinePix/Olympus Tough/Sony - Float the Case Around Your Wrist and Save Your Device from Sinking - 1 Year Warranty,"I purchased this product for my Olympus TG-4 before going to the beach this weekend. The product worked perfectly and held up well. Floats the TG-4 just fine, is big and bright so it's easy to see, and is a comfortable fit around the wrist. Also showed no signs of breaking and was very secure even when the camera was hanging from the strap and swinging around while I was riding a bike on the beach. You have to get one of these if you're swimming in a lake or ocean...if you drop your camera without one...kiss it goodbye.",5,Camera
B00XC46RWG,6475102,"Lightdow LD6000 WiFi 1080P HD Sports Action Camera Bundle with DSP:Novatek NT96655 Chip, 2.0-Inch LTPS LCD, 170° Wide Angle Lens and Bonus Battery","Absolutely love this product, for $80 it's impossible to beat. I'm on a business trip and have had a lot of time to play with it. The camera is very easy to use and comes with quite a lot. Video quality is really good 1080p at 30 fps compared to gopro's 60fps, but honestly you can't tell a difference. There are many different apps to use with this camera, I like Final Cam but SJCam works as well. With the recommended 32Gb micro sd card the camera can record for over 5 hours. I have not tested to see if the battery lasts that long yet, but i haven't had to recharge it since the first charge. Video's are broken down into 3 minute segments to make data file sizes smaller, although this can be changed to 5 or 10 minutes as well. Pictures turn out well as well, many options for this, maximum quality is 14 Megapixels 4320x3240. I would recommend this to anyone, Gopro's price at ~$400 is not worth it in my opinion. Exceeded all expectations.",5,Camera
B00KCX8H6E,12354360,"GoPro 3-Way Grip, Arm, Tripod","Great product, very useful. Does not flote.",5,Camera
B002GUF90I,52859599,"Nikon ML-L3 Remote Control for Nikon D40, D40x, D60, D80 & D90 Digital SLR Cameras + Zeikos 75 Inch Full Size Tripod with Exclusive FREE Complimentary EXCLUSIVELY DESIGNED BLUE BENDY FLEXPOD Trademarked By ClearMax",It never worked.  I should have sent it back.,1,Camera
B00RRD1IFO,10382518,"WoCase GoPro Frame and Lens Accessory Collection (Sold Separately or Bundled): HERO4 HERO3+/3 Standard Frame / BacPac Frame / 2 in 1 Frame mount (2015 latest version compatible with camera-only or camera mounted with LCD BacPac or 2nd Gen Battery Bacpac) /UV Lens Filter/ Lens and Housing Cover Cap Set/Aluminum Alloy Frame Housing (Retail package, Gift ready)",Good as described,5,Camera
B003F7DWH8,109519,Case Logic DCB-302 Compact Camera Case Red,Love at first sight. This is an amazing case and I knew I had to get this.,5,Camera
B00CD6DD1M,41405153,"Gear-Pro High-Definition Sport Action Camera,720p Wide-Angle Camcorder With 2.0 Touch Screen - SD Card Slot, USB Plug And Mic - All Mounting Gear Included - For Biking, Riding, Racing, Skiing And Water Sports, Etc. - Red","sound is bad, color at night is fuzzy, hd recordes wide, 680 recordes at a sharp left angle. i use it for racing, none of the mounts fit the roll bar, so i had to make a differnt bracket. once its locked in it stays locked in. i guess for the price, not to bad, i should have bought a higher end one.",2,Camera
B00009UT3F,51218273,Sunpak 620-080 Tripod,WORKS WELL.,4,Camera
B00603RTCI,38799200,AGFA 3-Piece Professional Filter Kit Ultraviolet (UV) + Circular Polarizor (CPL) + Warming Intensifier,Quality and price very good.,5,Camera
B00A7AY3WE,46588192,-,"There okay, use them here and there....",3,Camera
B00T98SO0C,19216255,eSecure NVPT0A P2P Wireless IP Pan/Tilt/ Night Vision Internet Surveillance Camera - Megapixel HD 1280 x 720p Built-in Microphone with Phone Remote Monitoring Support,Exactly what I was expecting. For a domestic use it is hihgly recommended.,5,Camera
B0036SYSJ2,49652941,NB-4L Battery Charger For Canon,Great charger at a good price,5,Camera
B00MJA5OJ6,26516524,"Panasonic Lumix DMC-FZ1000 4K QFHD/HD 16X Long Zoom Digital Camera (Black) Bundle + 32GB Accessory Kit, Package Includes: Wide Angle & Telephoto Lenses + 7 High Quality Filters + Bonus Fumfie Powerbank Keychain & More",Very good camera great photos very good 4k video,5,Camera
B0046V58Y2,15899329,"Wasabi Power Battery and Charger for Canon BP-950, BP-970",No power level indicator. not that  most 3rd party batteries have accurate indicators... but none ?<br /><br />No cover. really ? I mean the cost of a protection cover is next to nothing and there is no reason not to include one... in fact with airline restrictions about Li-ion batteries cover should be mandatory. end of story. simply no excuse not to include one.<br /><br />As for capacity... camera - C300 - seemed to indicate more power than available. Camera indicated 4 bars 80%+. Put it on watson charger which said 50%. so hard to say without a few more power cycles if this battery really performs to spec or not. will update once I know,3,Camera
B00AXTQRAA,13720995,Nikon D5200 Digital SLR,This is a great camera. I take it everywhere with me. It takes great pictures and has an easy to understand layout for us novices.,5,Camera
B00I3LSCQW,38680316,"iVUE Crossfire 720P HD Action Camera Glasses Sport POV Video Recording DVR Eyewear (Black, 140° Wide Angle Lens)","Works very well.  Give one a &#34;you are there&#34; perspective.  Image is good.  Works as described.<br /><br />My difficulty is that when I attempt to use these on my motorcycle, the on/off button gets depressed and the camera stops recording.  My fat head seems to be the problem - not the glasses.<br /><br />I will be using these elsewhere.  Unfortunately I forgot to take the with me on the roller coaster!",4,Camera
B00SW25AIA,26680197,Nikon D7100 Digital SLR Camera Body 33rd Street Exclusive Bundle with 18-55mm VR Standard Zoom Lens + Nikon 70-300mm G Zoom Lens + Commander Wide Angle Lens + Commander Telephoto Lens + Deluxe Camera Case + Commander 6pc Starter Kit + 2pcs 16GB Commander ProSpeed Memory Cards + 21pc Bundle Kit,Camera was just as advertised.  It was delivered faster than I expected.  Had no instruction manual with it but I called 33 St. Camera and they were very nice.  helped me out so I could at least turn the camera on and start taking pictures and sent me a manual right away.,5,Camera
B00GRCZOGU,45572128,"2x Pack - Fujifilm X-E1 Battery + Charger - Replacement for Fujifilm NP-W126 Digital Camera Battery and Charger (1200mAh, 7.4V, Lithium-Ion)",The product was received as displayed and in a timely manner.,5,Camera
B00TXM8CWY,29739494,Panasonic Lumix DMC-GH4 4K Micro Four Thirds Digital Camera Body with 64GB Card + Case + Flash + 2 Batteries + Microphone & LED Light + Stabilizer Kit,"Did not get what was promised! This is a scam, be aware! My friend ordered the same package deal and was scammed as well. Amazon needs to put an end to these types of empty promises! The ad looks to food to be true with over $300 worth of extras, but when you get your package it is all generic except the GH4. SCAM!",1,Camera
B005IAXVMG,27376999,Dicapac WP-ONE Point & Shoot Digital Camera Waterproof Case,"Lens seemed to get a little foggy, but easily wipes off.",4,Camera
B00B7FNHNO,14432510,Panasonic Lumix DMC-ZS30(DMC-TZ40) Digital Camera RED [Japan import],Ok for a gift!,3,Camera
B00TDJOP6O,2867029,"Polaroid Film Sticker Set With 80 Colorful Different Design Borders for Scrapbooking, Notes and Messages - 2x3 Inch Decoration Frames for Instant and Polaroid Cameras",I was really happy with these stickers. They came promptly and they were just as expected. I like all of the designs.,5,Camera
B0036AWR8E,13598642,Lowepro SlingShot,"I'm using this with my iPad, Nikon D3300, 2 lenses, and a bunch of other stuff. It really holds everything well, and the sling strap is awesome.",5,Camera
B0014Y64U6,15862757,Tamrac 5273 Expedition 3 Photo Backpack,"love the space . perfect size. Tight to work with, getting in and out. stiff zipper. hope it will soften with use.",4,Camera
B00WK55BQ6,42006015,"Deecam D200 1280x720P HD H.264 Wireless/Wired IP Camera with Two-Way Audio IR-Cut Filter Nithgt Vision Pan/Tilt Control, QR Code Scan Phone remote monitoring supported (Black)","The Tenvis D200 (aka Tenvis TH661, Deecam D200) is a network-attached camera. The box contains the following:<br />• The camera<br />• Ethernet (network) cable<br />• Power adapter<br />• Mounting bracket, with screws and wall plugs<br />• Software CD (Mini CD)<br />• Manual<br /><br />The camera housing is made of shiny black plastic but it feels nicely weighted and solid. There's a wifi antenna on the back (it doesn't appear to be replaceable, unfortunately), a Micro SD/SDHC card slot (documentation claims that cards up to 32GB are supported - I had no problems using a 32GB card), an Ethernet port and a socket for the power adapter. The manual is surprisingly good - it covers the initial setup steps clearly. The manual and provided software is also available online (see below).<br /><br />Setup is straightforward. I connected it to my wired network and it found an IP address within a few seconds. I did initial setup using the Life Online app on my iPhone but it's also possible to use the Tenvis app (available for Apple iOS and Android). The camera supports both wired and wireless connections - the wireless worked fine for me (2.4GHz only) but I prefer using the wired connection for performance/stability reasons. Connectivity to your wireless network can be setup using the app.<br /><br />In addition to managing the camera using a mobile app, there is also a web interface - just browse to the IP address that the camera is on and log in with your administrator username and password. The web interface allows you to configure far more options than the mobile app. For example, it allows for some advanced functions like triggering an ftp upload of a photo/video or email from an alert, which is very useful. If you're unsure of the address of your camera, you can use the provided Tenvis Search Tool, which will find it automatically (this works for Windows and Mac). You can also view the camera feed from the web interface and I had no problem accessing it from a Mac.<br /><br />In use, I'm very impressed with this camera. The image quality is excellent, both during the day and at night, and maximum resolution is 1280x720 (ie 720p). Setting up alerts (to record when movement is detected) is very easy and works well but you will need to provide an SD/SDHC card to record to the camera itself. Another thing I like is that it's easy to move the camera (tilt and pan) remotely. Unfortunately movement below the horizontal is limited, so if you're not using the bracket, don't mount it too high up otherwise you won't be able to see too far below the camera's position. But that's a minor criticism, really.<br /><br />The camera has a built-in microphone and can record audio. I can also be used for two way communication but I found it a bit clunky as you need to switch modes in the app from listening to speaking each time you want to say something and then hear the response.<br /><br />Note: Disable the UPnP and P2P settings on the camera or make sure the appropriate ports are blocked on your router so that your camera is not accessible from the Internet. In the past some models of Tenvis cameras have had security problems (just search online for &#34;Tenvis security hole&#34;) so you *do not* want these cameras exposed to the Internet.<br /><br />Pros:<br />+ Easy to set up<br />+ Very good image quality, both during the day and at night<br />+ Excellent functionality<br />+ Fully-featured web interface<br /><br />Cons:<br />- Limited movement below the horizontal<br />- Two-way audio a bit clunky<br />- Very important: make sure you disable the UPnP/P2P functionality<br /><br />As mentioned, you can download the manuals and additional software online (just search for &#34;Tenvis D200&#34; or &#34;Tenvis TH661&#34; for this particular model).<br /><br />Overall, I'm very impressed with this camera. It offers a lot of features for the money - for under $60, it's a bargain. Highly recommended. Note - this camera may be available froma few sellers, so make sure you price compare before buying!s, so make sure you price compare before buying!",5,Camera
B001NY1UJM,34584405,CowboyStudio 220 Watt Photography Studio Monolight Flash Lighting Kit - 2 Studio Flash/Strobe,Love it.,5,Camera
B002VPE1WK,16186864,AmazonBasics Backpack for SLR/DSLR Cameras and Accessories - Black,This case was a nice upgrade from my old bag. As the number of lenses grew I needed something to carry them in from shoot to shoot. This was it at a very reasonable price.,5,Camera
B00K8ROOE8,33763153,Fujifilm TLC-X100 Tele Conversion Lens - Black - for X100 / X100s,Works perfectly with no degradation of quality.,5,Camera
B00B6060O8,38303643,"2 Pack Battery And Charger Kit For Fujifilm FinePix XP70 XP80, XP90, XP120 Waterproof Digital Camera Includes 2 Replacement (1000Mah) Fuji NP-45A, NP-45s Batteries + Ac/Dc Charger + Float Strap + More",great deal,5,Camera
B001DO2XWA,43453766,Nikon 25780 EN-EL12 Rechargeable Li-ion Battery for Select Coolpix Models,don't try to recharge these with an auto charger cord or adapter plug! it will actually drain the battery.,2,Camera
B00Y4X359W,106551,"MegaGear ""Ever Ready"" Protective Leather Camera Case, Bag for Samsung NX500 with 16-50 mm Compact System Camera",It's a pretty amazing value for the price. Very satisfied. Arrived much sooner than estimated. I would recommend to everyone.,5,Camera
B00HQWZ6UY,24755112,Nikon Coolpix S2800 20.1 MP Point and Shoot Digital Camera with 5x Optical Zoom,Thank you,5,Camera
B00R4YCKIK,12944057,AmazonBasics Head Strap Camera Mount for GoPro,Love this! Took it all over Cancun through sinkholes and zip lines hundreds of feet without a worry!,5,Camera
B0051G9ZTK,24044082,"Filters, Filter Kits / UV CPL FLD Kit",Lenses were a great deal for the price. Seem to be quality. Definitely would buy again,5,Camera
B00MUQER5Q,10302456,Action Camera 4K WiFi Camera 16MP WIMIUS Q1 Ultra HD Sports Waterproof Camera Include Waterproof Case,Great Product!!! fast Shipping!!,5,Camera
B005M226Y4,28334098,Alzo Multi-Mount for Attaching Video Gear- Incl. Microphones & Lights To Dslr Or Camcorders Or Video Cameras,"I dont recomend this product at all. Each of the sliders are different sizes! they are just slightly off so they dont fit every mount. There are also no stoppers on the mount slides at all. So if the mount becomes loose, and your camera shifts forward, all the equipment on each of the mounts will plumit to the ground. The center bracket is so small it does not fit anything im wanting to put there. Not really sure what the poiint of it is.<br /><br />I was really excited about this product. It looked cool, and it also looked like it was just what I needed. But that was not the case.<br /><br />Really un happy with this, and will ship it back",1,Camera
B00JTST9RE,43581966,EZOPower Samsung SLB-10A Battery With Charger Kit,Quick shipment and good value!,5,Camera
B00ZI7IH1E,3200070,Funlux? 8CH Full 960H DVR Security Systems,"The product is great if you like winging it without good instructions. Didn't tell me what kind of HDD (any 3.5 inch will do) to buy or even how to install it. Also a cable was broken straight out of the packaging and one of the cameras has very low quality resolution compared to the others.<br /><br />The point is that it works, and it barely meets the &#34;mediocre&#34; quality level.",2,Camera
B007X59LTG,21510319,LumoPro LP605 7 Foot Compact Light Stand,"Great lightstand!!!!! What I like most about it is, you can get it low to the ground. Great for setting behind a model and shining a light on the background. Works great for photographing dogs with it low to the ground. Sturdy, well made.",5,Camera
B00WFZO8Y2,109804,"Security Camera, JOOAN 605HRA 1000TVL Bullet Camera CCTV Analog Camera Home Security Systems With HD Night Vision","Good! Easy installation and setup, reasonable price, nice pix.",5,Camera
B00PZAMRY2,40838582,"Holy Stone RC Quadcopter Drone with HD 720p Camera,4CH 2.4Ghz 6-Gyro Headless Mode, includs BONUS BATTERY",excellent product for the price,5,Camera
B004G1AOSM,18418407,"Fotodiox Pro Lens Mount Adapter w/ De-Clicked Aperture Dial, Nikon G, DX Lens to Sony E-Mount NEX Cameras","seems to attach correcto to nikon g lenses<br /><br />the manual aperture ring it is not so good as in a nikon manual lens<br /><br />good as comparison of other cheaper brands, not excelent",4,Camera
B005IAXVMG,11210951,Dicapac WP-ONE Point & Shoot Digital Camera Waterproof Case,Purchased this for snorkling in Key West for our Canon Elph. It works great. I'm sure it's not nearly as good as an actual underwater camera but for the price this case it's a keeper!,5,Camera
